lat,lon,median_income,age65_plus_ratio,population_density,ses_group,distance_to_hospital_km,travel_time_public_min,hospital_capacity_index,access_level
41.074908023769474,29.077735457937894,8459.521241312501,0.15231990531507755,14166.4201809408,high,0.9648894732953939,11.789641973908335,0.26728544489199796,1
41.190142861281984,29.054269806354778,9168.730399387947,0.08404205637217672,14355.000078036222,high,8.064048547208591,26.06711669470012,0.7607753051672961,1
41.14639878836228,29.165747501830385,4544.027799774911,0.3274080854835688,13808.10146308628,medium,8.201399799829575,43.47076607259963,0.25821040509135484,0
41.11973169683941,29.071350665338716,2880.415396221414,0.31320180601429426,6182.221803576222,low,9.633962542173457,28.775411171081316,0.857488047432285,0
41.031203728088485,29.056186901937476,3823.4813003355334,0.12738248831454668,1216.392631404144,low,10.946151739095392,43.02568148120365,0.764993781725197,0
41.03119890406724,29.108539216631648,5416.86230901005,0.2479952138102537,13996.459876228155,medium,14.642610776045512,60.0,0.26507902451351983,1
41.01161672243364,29.028184844994954,8544.118127379945,0.29516666006036474,6994.578076442401,high,7.841245154857691,32.76993995810593,0.26787017126815355,1
41.17323522915499,29.160439396150807,8885.844666050747,0.2165602434798387,14533.167466611374,high,4.979755799530441,16.805525599018793,0.9893116628009404,1
41.120223002348645,29.014910128735956,2055.6170442495254,0.20889517350680192,14490.67967924954,low,11.968755682576814,46.834411478520884,0.49941663660489627,0
41.14161451555921,29.197377387320103,6085.978420620526,0.12255568727013551,12942.13237654304,medium,4.208317318678699,14.36826460142063,0.49651371765351276,1
41.00411689885916,29.15444895385933,5339.288025190232,0.07793083034176976,5122.2844889742,medium,6.6967770264434145,23.8402843210526,0.8502396538060022,1
41.193981970432404,29.039743136306836,3776.8624837658417,0.319164727385998,6391.368200426954,low,1.361154443865536,9.692628260567268,0.957798861907087,2
41.16648852816009,29.00110442342472,2958.9229386694624,0.3201254171489991,12915.913401235997,low,0.5751910025487712,5.0,0.9888008510582968,2
41.042467822135656,29.163092285690965,4700.921371229024,0.23993043718198037,5436.908072187887,medium,14.44719653723329,54.32423817262989,0.8027025482071533,1
41.036364993441424,29.141371468769524,9543.277631300152,0.15170893731461021,3372.898453605295,high,12.572505783580645,54.78802251148883,0.5010076684247327,1
41.03668090197069,29.145801433608195,4585.623456166042,0.15476287238379827,8795.217674416901,medium,10.50041825018673,43.53817060512996,0.26680057335893503,1
41.060848448591905,29.15425406933719,6150.324973946928,0.2677867036610718,14106.166838250934,medium,6.252503577331194,29.074324903519578,0.8217175327419495,1
41.10495128632645,29.014808930346817,7624.151671161423,0.3191330779857731,10744.417153449622,high,2.764755937048518,14.207167957812132,0.6467233997886441,2
41.08638900372843,29.071693145708853,4909.036819034352,0.31612592727953515,8980.85638125111,medium,2.515268231532074,5.916097871517934,0.5393776073975811,1
41.05824582803961,29.023173811905025,9774.256661767686,0.2839626637572871,2360.4709127907595,high,3.9035948928360114,12.813474370359199,0.9250835080757889,1
41.12237057894448,29.17262068517512,9699.57835953689,0.24260949384628633,9610.101173788376,high,8.328554637650583,37.050686576218645,0.2889579858449211,1
41.027898772130406,29.12465962536551,4014.258366602913,0.07524198949851466,14860.753901459686,medium,10.776019655960923,46.15592995101102,0.5941000834326873,1
41.05842892970704,29.06617960497053,5977.988047139083,0.09848861422838413,2961.176213311336,medium,9.970921175422422,39.77917673186895,0.20908291581393526,1
41.07327236865874,29.012711670057204,4407.026478534157,0.31956625655812376,8256.615133092313,medium,4.343021674799955,17.95872361574373,0.5749285135953011,1
41.09121399684341,29.06219646434313,4278.723955019741,0.231928717897877,13283.223006991377,medium,14.332006153815273,60.0,0.24504262054546988,1
41.157035192278606,29.065036664405348,2295.0955788362626,0.0527591154849889,11370.760648558862,low,11.120874367097374,41.525640524210345,0.29505433301445755,0
41.03993475643167,29.14592123566761,6876.514671839175,0.08044146285980963,10758.220373933751,medium,8.40443997716873,36.35324681452511,0.2940209974216839,1
41.10284688768272,29.127511494271044,6021.432185830892,0.24905053073241673,10834.77717581953,medium,9.253467044268413,36.002904914904185,0.7193682416928509,1
41.11848291377241,29.177442548515266,2411.8300099999146,0.05151847515386561,6032.876117076572,low,6.410080923931291,24.551917679589064,0.7968359034123387,1
41.009290082544,29.09444298503239,4229.171713892892,0.0982424154252496,5110.285819702907,medium,3.8664186446171307,20.959558838404472,0.6666950120777277,1
41.12150897038029,29.02391884918766,9266.12708773323,0.21462013680997583,12331.05617669919,high,5.468395644038672,26.00066432109484,0.9697380387796335,1
41.03410482473746,29.1426489574446,3916.4951253357794,0.257568559307808,12341.58752550853,low,11.416122434872662,49.73203791949384,0.4998964636189633,0
41.013010318597054,29.15215700972338,3159.1589767297846,0.24558837785078014,13139.012460121452,low,0.41302363172038686,8.179488562653193,0.4285696690254886,1
41.18977710745067,29.1122554395139,5915.622082220504,0.11728079283816793,13785.367735790598,medium,1.9178750795023602,7.776519526173236,0.8948793025515682,2
41.193126406614915,29.154193435990912,9885.203632884804,0.26365376640426075,8158.793584053129,high,0.8808391019219408,6.933121264162583,0.37887667081556214,1
41.161679469623294,29.098759119272877,3936.4421720920036,0.12117472624904002,8021.228125620794,low,0.8027862743207581,5.0,0.970578031552489,2
41.060922753834674,29.104546565876397,7377.084379247029,0.1476199094477803,12176.132505534852,high,12.860816643362906,53.06409833589383,0.20972357975185307,1
41.01953442280128,29.085508203671708,8092.956922629741,0.27394742153540724,10099.495030888713,high,10.61413631882435,41.80583000345898,0.9759030613661113,0
41.13684660530243,29.00508382534882,3901.100351939197,0.24488986971416438,10827.536281607847,low,7.217772670492414,29.356070506933246,0.2345279295604609,1
41.08803049874792,29.02157828539866,7825.730788894876,0.3047670231482534,12141.097372105414,high,1.647945577634822,9.567567437723856,0.912914490958457,2
41.02440764696895,29.006285837137348,4942.265061754026,0.24728386769010302,13460.074785445928,medium,7.475914951729119,25.812556390749116,0.6221608872690398,1
41.09903538202226,29.127282082252755,7058.446644748636,0.2204925810006415,5731.932195921501,high,7.207382207552373,39.291465208636794,0.9943718368954404,1
41.006877704223044,29.062871196215266,7068.237686087157,0.07810243034842775,6258.161336959216,high,2.763387674668225,6.0234637911743905,0.2590372517883191,1
41.18186408041576,29.10171413823294,6286.197472598068,0.16031474091783005,2315.7471577721662,medium,6.621004408722001,20.413074570949345,0.6430834275210566,1
41.051755996320004,29.18151329478522,2722.3181604352667,0.12956071030451763,9095.921973946435,low,6.097870069081127,30.182034643824846,0.9754420284952792,1
41.1325044568708,29.049858445829774,8682.419964713903,0.12319689301372508,1503.1918331543893,high,9.314581451172803,41.21663927450589,0.6184782753361191,1
41.06234221521788,29.082076584607126,4566.240519773886,0.34190316642573365,7518.3722538544425,medium,9.599386032841128,41.51814321662529,0.70351891050821,0
41.10401360423556,29.15111022770861,3492.148083198834,0.16792931740002812,8597.024885906074,low,0.870499344626259,6.623724924826435,0.7565989511876938,2
41.10934205586866,29.045759633098324,2326.2011324381115,0.31761396655313395,5011.577529795982,low,5.744266696471774,22.915832921652523,0.5636328518142186,1
41.036970891105106,29.01539598196576,6727.1435455059345,0.23934158779917886,9271.66564796615,medium,9.462726752570699,33.36463515285364,0.7020464640672508,1
41.19391692555291,29.057950290582752,7420.5148947382595,0.2884433910624945,1427.0034991466919,high,7.646416626985299,30.964689298909825,0.6674514495384802,1
41.15502656467223,29.032244257450802,2132.702631422849,0.20079112793155762,1522.8746424890019,low,12.87604964958717,48.11839004078812,0.9209264083927913,0
41.18789978831284,29.185939530468513,6096.744466394248,0.22307116538790772,12516.407849235216,medium,9.948665747960385,44.6702616589303,0.2363571042731663,1
41.17896547008553,29.161624075912883,3811.966201583504,0.19775530814565917,6042.66897975768,low,2.6114295208051597,9.710431175709946,0.4247705516737843,1
41.119579995762216,29.126680751302086,7161.3823232755985,0.10857289633941335,2778.8471771263867,high,1.2444174615263617,5.0,0.9603291872612469,2
41.18437484700463,29.174292118037542,3394.9314320399317,0.2667356345784516,8311.405640767262,low,9.70780531745347,37.224292061548915,0.912211027112733,0
41.01769850041038,29.16073441537982,7527.501904819727,0.13423170873225673,11779.909743380551,high,0.5923673960160029,5.0,0.5645254022285704,1
41.03919657248383,29.037314011777205,5093.8827704043,0.05729478992943615,4021.4943849558044,medium,8.869478602847256,32.65929164736915,0.6961060782412294,1
41.00904545778211,29.178511799697993,9493.839909893875,0.24364168877215037,9720.466661466004,high,14.115407573089373,52.350528314525334,0.42190494638490617,1
41.06506606615265,29.10786844838313,3100.1675531679457,0.10313320382211469,2194.864509912752,low,8.717017832563009,36.0865073877116,0.3504969277790091,0
